MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:91737	D1Mit85	D1Mit85		good	1	101833244	101833379					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101381	D1Mit385	D1Mit385		good	1	101862195	101862314					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101380	D1Mit386	D1Mit386		good	1	102297059	102297154					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91563	D1Mit186	D1Mit186		good	1	102350919	102351202					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91508	D1Mit136	D1Mit136		good	1	103894727	103894829					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91738	D1Mit86	D1Mit86		good	1	104478042	104478200					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108795	D1Mit467	D1Mit467		good	1	105093281	105093416					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108796	D1Mit468	D1Mit468		good	1	105902257	105902392					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105636	D1Mit490	D1Mit490		good	1	105965817	105965937					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91507	D1Mit135	D1Mit135		good	1	107206163	107206337					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101459	D1Mit307	D1Mit307		good	1	107256428	107256538					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108807	D1Mit515	D1Mit515		good	1	108439627	108439850					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91538	D1Mit163	D1Mit163		good	1	108480711	108480837					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613957	D1Mit259.2	D1Mit259.2		good	1	108849162	108849309					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91643	D1Mit259	D1Mit259		good	1	108849276	108849410					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91509	D1Mit137	D1Mit137		good	1	109036131	109036314					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101349	D1Mit417	D1Mit417		good	1	109462445	109462559					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91642	D1Mit258	D1Mit258		good	1	109543128	109543274					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101350	D1Mit416	D1Mit416		good	1	110807044	110807261					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105639	D1Mit493	D1Mit493		good	1	111870289	111870397					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101458	D1Mit308	D1Mit308		good	1	112504774	112504922					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91644	D1Mit26	D1Mit26		good	1	113977669	113977862					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105638	D1Mit492	D1Mit492		good	1	114125873	114125995					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91564	D1Mit187	D1Mit187		good	1	115452413	115452559					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101428	D1Mit338	D1Mit338		good	1	115993834	115994108					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91739	D1Mit87	D1Mit87		good	1	116022833	116023037					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108797	D1Mit469	D1Mit469		good	1	117169017	117169165					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101379	D1Mit387	D1Mit387		good	1	117229213	117229337					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91672	D1Mit285	D1Mit285		good	1	117489011	117489136					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91565	D1Mit188	D1Mit188		good	1	118476507	118476692					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101426	D1Mit340	D1Mit340		good	1	118512798	118512983					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101456	D1Mit310	D1Mit310		good	1	118884183	118884287					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614193	D1Mit1015	D9Mit333.1		good	1	119095449	119095612					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101457	D1Mit309	D1Mit309		good	1	120239252	120239373					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101399	D1Mit367	D1Mit367		good	1	120808065	120808190					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101398	D1Mit368	D1Mit368		good	1	120808065	120808182					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91566	D1Mit189	D1Mit189		good	1	120878901	120879048					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91623	D1Mit240	D1Mit240		good	1	121088158	121088302					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101971	D1Mit443	D1Mit443		good	1	121142394	121142494					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91655	D1Mit27	D1Mit27		good	1	121387016	121387269					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101400	D1Mit366	D1Mit366		good	1	121542058	121542207					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91645	D1Mit260	D1Mit260		good	1	121816375	121816511					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91704	D1Mit54	D1Mit54		good	1	121937381	121937514					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91568	D1Mit191	D1Mit191		good	1	122029352	122029551					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101377	D1Mit389	D1Mit389		good	1	122180778	122180926					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101375	D1Mit391	D1Mit391		good	1	122391088	122391189					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91607	D1Mit226	D1Mit226		good	1	122439301	122439436					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91666	D1Mit28	D1Mit28		good	1	122458848	122458969					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91597	D1Mit217	D1Mit217		good	1	122498355	122498526					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101347	D1Mit419	D1Mit419		good	1	122575220	122575367					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101346	D1Mit420	D1Mit420		good	1	122673380	122673475					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108798	D1Mit470	D1Mit470		good	1	122772779	122772920					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101376	D1Mit390	D1Mit390		good	1	123068322	123068444					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101424	D1Mit342	D1Mit342		good	1	123886604	123886724					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108799	D1Mit471	D1Mit471		good	1	124096755	124096867					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101973	D1Mit444	D1Mit444		good	1	124971341	124971453					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101425	D1Mit341	D1Mit341		good	1	125320349	125320562					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101455	D1Mit311	D1Mit311		good	1	125320351	125320499					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108811	D1Mit519	D1Mit519		good	1	125902556	125902693					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101374	D1Mit392	D1Mit392		good	1	125919296	125919417					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91621	D1Mit239	D1Mit239		good	1	125923287	125923476					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91741	D1Mit89	D1Mit89		good	1	126466489	126466636					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91743	D1Mit90	D1Mit90		good	1	126503053	126503232					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613979	D1Mit90.1	D1Mit90.1		good	1	126503174	126503363					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91532	D1Mit158	D1Mit158		good	1	126920121	126920250					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91745	D1Mit92	D1Mit92		good	1	127085465	127085614					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91748	D1Mit95	D1Mit95		good	1	127117998	127118187					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613969	D1Mit421.1	D1Mit421.1		good	1	127170859	127171031					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91510	D1Mit138	D1Mit138		good	1	127565506	127565755					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613942	D1Mit138.1	D1Mit138.1		good	1	127565600	127565764					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91746	D1Mit93	D1Mit93		good	1	127581603	127581731					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91569	D1Mit192	D1Mit192		good	1	127889496	127889629					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91747	D1Mit94	D1Mit94		good	1	128076848	128077001					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91749	D1Mit96	D1Mit96		good	1	128143492	128143622					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91744	D1Mit91	D1Mit91		good	1	128355210	128355357					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91511	D1Mit139	D1Mit139		good	1	128413910	128414150					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91751	D1Mit98	D1Mit98		good	1	128480103	128480253					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105640	D1Mit494	D1Mit494		good	1	128607102	128607319					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613950	D1Mit218.2	D1Mit218.2		good	1	129336579	129336694					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91598	D1Mit218	D1Mit218		good	1	129336687	129336831					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105641	D1Mit495	D1Mit495		good	1	129522019	129522138					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101373	D1Mit393	D1Mit393		good	1	129980810	129980954					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91673	D1Mit286	D1Mit286		good	1	130447674	130447818					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101422	D1Mit344	D1Mit344		good	1	130739466	130739603					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613964	D1Mit344.1	D1Mit344.1		good	1	130739599	130739709					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91648	D1Mit263	D1Mit263		good	1	130897547	130897678					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91286	D1Mit1001	D19Mit72		good	1	130944135	130944265					marker maps to one location; map position interpolated to revised Shifman SNP map
